time_period,time_identifier,geographic_level,country_code,country_name,subject_name,subject_sector_area,characteristic_type,characteristic_value,characteristic_gender,astar_grade_achieved,a_grade_achieved,b_grade_achieved,c_grade_achieved,d_grade_achieved,e_grade_achieved,u_grade_achieved,total_students
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Any other ethnic group,All genders,2,15,30,37,23,12,5,124
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Any other ethnic group,All genders,2,16,58,84,39,3,6,208
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Any other ethnic group,All genders,0,4,3,11,7,0,1,26
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Any other ethnic group,All genders,0,4,22,31,10,3,0,70
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Any other ethnic group,All genders,1,1,1,4,4,3,0,14
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Any other ethnic group,All genders,2,3,10,9,8,2,1,35
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Any other ethnic group,All genders,0,1,8,12,6,7,4,38
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background,All genders,52,189,275,274,163,61,22,1037
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,10,31,32,22,11,3,0,109
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background,All genders,31,115,210,201,124,39,16,736
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background,All genders,85,298,565,524,249,88,25,1838
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,Ethnicity,Mixed Dual background,All genders,0,0,0,1,0,0,0,1
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background,All genders,0,0,0,2,0,0,0,2
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background,All genders,14,44,107,125,94,44,27,455
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,7,61,223,233,98,23,10,655
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,9,29,59,64,40,11,3,215
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background,All genders,2,30,87,78,47,10,4,258
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,5,7,8,18,10,6,5,59
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background,All genders,3,25,43,32,27,12,5,147
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background,All genders,16,33,84,105,89,29,13,369
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,113,256,321,248,222,139,62,1361
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,91,262,665,754,481,220,74,2548
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background,All genders,21,115,219,184,130,40,20,729
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background,All genders,92,203,506,494,262,84,43,1685
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,33,98,113,76,38,19,8,386
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,10,28,47,39,23,3,2,152
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background,All genders,156,308,764,753,397,91,23,2493
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background,All genders,502,695,499,517,383,248,94,2938
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background,All genders,34,61,47,31,17,7,3,200
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,0,1,6,7,6,4,3,27
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,65,83,160,133,52,16,5,515
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,59,162,220,195,198,102,39,975
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,3,40,99,132,79,34,8,396
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,67,172,224,142,130,86,39,860
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),Ethnicity,Mixed Dual background - Any other Mixed background,All genders,10,31,34,45,36,21,4,181
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,5,19,30,27,30,13,5,129
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,1,13,35,48,26,5,3,131
201819,Academic year,National,E92000001,England,Economics,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,29,70,131,131,67,26,14,468
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,15,48,58,30,17,3,4,175
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,43,72,53,28,27,18,4,245
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,0,0,0,0,2,0,0,2
201819,Academic year,National,E92000001,England,Geography,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,18,65,101,105,60,27,8,384
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,6,14,13,9,7,2,0,51
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,8,48,90,74,43,17,6,286
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,41,108,216,200,109,36,6,718
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,2,19,39,39,23,16,9,147
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,1,22,81,85,40,10,3,242
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,6,14,27,26,16,2,3,94
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,0,15,29,31,20,4,4,103
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,1,1,2,7,4,3,2,20
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,0,14,16,9,10,4,4,57
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,5,12,26,33,28,9,2,115
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,49,117,133,110,109,61,26,605
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,31,102,260,282,170,87,26,958
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,4,33,70,79,49,17,9,261
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,28,81,184,193,86,29,24,625
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,18,47,60,33,17,8,5,189
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,4,13,18,11,8,0,0,54
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,62,130,275,283,144,30,11,935
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,Ethnicity,Mixed Dual background - Any other Mixed background,All genders,224,306,218,216,164,117,41,1286
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",Ethnicity,Mixed Dual background - Any other Mixed background,All genders,24,41,24,16,10,4,3,122
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",Ethnicity,Mixed Dual background - White and Asian,All genders,0,3,2,6,4,1,2,18
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",Ethnicity,Mixed Dual background - White and Asian,All genders,47,50,93,67,27,13,6,303
